Compounds ID,Tags,Checked,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzVault Search,Annot. Source: ChemSpider Search,Annot. Source: MassList Search,Annot. DeltaMass [ppm],Calc. MW,m/z,RT [min],Area (Max.),# ChemSpider Results,# mzVault Results,mzVault Best Match,mzVault Library Match: Bamba lab 34 lipid mediators library stepped NCE 10 30 45,mzVault Library Match: Bamba lab 598 polar metabolites stepped NCE 10 30 45,mzVault Library Match: Custom mzVault Library,mzVault Library Match: LipidBlast-VS68-Neg,mzVault Library Match: LipidBlast-VS68-Pos,Class Coverage: Phosphatidylcholine Compound Class,Mass List Match: LipidMaps Structure Database 2021-09-13,MS2,Neutral Losses,Reference Ion,Group Area: cla,Group Area: cla_and_lps,Group Area: cla_and_no2_and_lps,Group Area: ctrl,Group Area: lps,Group Area: no2-cla_and_lps,Group CV [%]: cla,Group CV [%]: cla_and_lps,Group CV [%]: cla_and_no2_and_lps,Group CV [%]: ctrl,Group CV [%]: lps,Group CV [%]: no2-cla_and_lps,Ratio: (cla) / (ctrl),Ratio: (cla_and_lps) / (ctrl),Ratio: (cla_and_no2_and_lps) / (ctrl),Ratio: (lps) / (ctrl),Ratio: (no2-cla_and_lps) / (ctrl),Ratio: (cla) / (lps),Ratio: (cla_and_lps) / (lps),Ratio: (cla_and_no2_and_lps) / (lps),Ratio: (no2-cla_and_lps) / (lps),Log2 Fold Change: (cla) / (ctrl),Log2 Fold Change: (cla_and_lps) / (ctrl),Log2 Fold Change: (cla_and_no2_and_lps) / (ctrl),Log2 Fold Change: (lps) / (ctrl),Log2 Fold Change: (no2-cla_and_lps) / (ctrl),Log2 Fold Change: (cla) / (lps),Log2 Fold Change: (cla_and_lps) / (lps),Log2 Fold Change: (cla_and_no2_and_lps) / (lps),Log2 Fold Change: (no2-cla_and_lps) / (lps),P-value: (cla) / (ctrl),P-value: (cla_and_lps) / (ctrl),P-value: (cla_and_no2_and_lps) / (ctrl),P-value: (lps) / (ctrl),P-value: (no2-cla_and_lps) / (ctrl),P-value: (cla) / (lps),P-value: (cla_and_lps) / (lps),P-value: (cla_and_no2_and_lps) / (lps),P-value: (no2-cla_and_lps) / (lps),Adj. P-value: (cla) / (ctrl),Adj. P-value: (cla_and_lps) / (ctrl),Adj. P-value: (cla_and_no2_and_lps) / (ctrl),Adj. P-value: (lps) / (ctrl),Adj. P-value: (no2-cla_and_lps) / (ctrl),Adj. P-value: (cla) / (lps),Adj. P-value: (cla_and_lps) / (lps),Adj. P-value: (cla_and_no2_and_lps) / (lps),Adj. P-value: (no2-cla_and_lps) / (lps),Peak Rating (Max.),Peak Rating: Liver-H-9_20250116121130.raw (F8),Peak Rating: Liver-H-10_20250116122626.raw (F9),Peak Rating: Liver-H-11_20250116124122.raw (F10),Peak Rating: Liver-H-12_20250116125618.raw (F11),Peak Rating: Liver-H-13_20250116131114.raw (F12),Peak Rating: Liver-H-14_20250116132610.raw (F13),Peak Rating: Liver-H-15_20250116134106.raw (F14),Peak Rating: Liver-H-16_20250116135602.raw (F15),Peak Rating: Liver-H-25.raw (F24),Peak Rating: Liver-H-26.raw (F25),Peak Rating: Liver-H-27.raw (F26),Peak Rating: Liver-H-28.raw (F27),Peak Rating: Liver-H-29.raw (F28),Peak Rating: Liver-H-30.raw (F29),Peak Rating: Liver-H-31.raw (F30),Peak Rating: Liver-H-32.raw (F31),Peak Rating: Liver-H-41.raw (F40),Peak Rating: Liver-H-42.raw (F41),Peak Rating: Liver-H-43.raw (F42),Peak Rating: Liver-H-44.raw (F43),Peak Rating: Liver-H-1.raw (F1),Peak Rating: Liver-H-2.raw (F2),Peak Rating: Liver-H-4_20250116105642.raw (F3),Peak Rating: Liver-H-5_20250116111146.raw (F4),Peak Rating: Liver-H-6_20250116112642.raw (F5),Peak Rating: Liver-H-7_20250116114138.raw (F6),Peak Rating: Liver-H-8_20250116115634.raw (F7),Peak Rating: Liver-H-17_20250116141058.raw (F16),Peak Rating: Liver-H-18_20250116142554.raw (F17),Peak Rating: Liver-H-19_20250116144050.raw (F18),Peak Rating: Liver-H-20_20250116145546.raw (F19),Peak Rating: Liver-H-21.raw (F20),Peak Rating: Liver-H-22.raw (F21),Peak Rating: Liver-H-23.raw (F22),Peak Rating: Liver-H-24.raw (F23),Peak Rating: Liver-H-33.raw (F32),Peak Rating: Liver-H-34.raw (F33),Peak Rating: Liver-H-35.raw (F34),Peak Rating: Liver-H-36.raw (F35),Peak Rating: Liver-H-37.raw (F36),Peak Rating: Liver-H-38.raw (F37),Peak Rating: Liver-H-39.raw (F38),Peak Rating: Liver-H-40.raw (F39)
1618,,False,Zearalenone,C18 H22 O5,Full match, No results, Full match, Full match,0.71,318.14695,317.13967,10.626,4022028.12926232,1,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Single match found,PreferredDDA,CO2,[M-H]-1,2634080.55014942, 1692298.20992366, 1438723.11295097, , 1458550.36324375, 1935168.36378225,26.5225643102901, 25.7758131688207, 34.8580239297106, , 44.1091120018743, 36.50301495331,Infinity, Infinity, Infinity, Infinity, Infinity, 1.806, 1.160, 0.986, 1.327,Infinity, Infinity, Infinity, Infinity, Infinity, 0.85, 0.21, -0.02, 0.41,, , , , , 0.032354481469781, 0.668204433714471, 0.99916301875065, 0.519440341365795,, , , , , 0.49456135960951, 0.999999999999185, 0.999999999999414, 1,7.1,, 5.9, , 7.1, 7.1, , , 5.6, 5.9, 6.7, 5.6, 6.7, , 5.6, 5.9, 6.3, 3.5, 5.4, 5.4, 4.3, , , , , , , , , 3.4, , 5.7, , 5.7, , 6.1, , 4.7, 6.2, , 5.1, 5.4, 6.2, 3.5
4001,,False,,C11 H15 N3 O3,Full match, No results, No results, No results,4.68,237.11245,236.10517,4.124,3997670.40435759,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,CO2,[M-H]-1,2862781.55782479, 3570523.07626241, 3620548.46266212, 2939215.19989128, 2779105.20076303, 2749305.69491443,17.5116060859971, , 13.8213722744865, 24.2156275497499, 11.0498010395441, 29.6701722561861,0.974, 1.215, 1.232, 0.946, 0.935, 1.030, 1.285, 1.303, 0.989,-0.04, 0.28, 0.30, -0.08, -0.10, 0.04, 0.36, 0.38, -0.02,0.999809859832536, , 0.808618686268723, 0.999991041553692, 0.999977654722804, 0.999190677944966, , 0.831334932850839, 0.999755457325023,1, , 0.999999999999243, 0.999999999999704, 1, 1, , 0.999999999999414, 1,7.3,, 6.4, , 4.9, , 4.9, , , , , , , , , 4.9, , , , 7.3, 4.7, , 5.9, 5.9, , 5.2, 6.3, , , , , , , 5.4, 6.9, , , , , , , 6.3, 5.9, 5.9
3771,,False,,C26 H24 N4 O,Full match, No results, No results, No results,3.68,408.19651,407.18924,8.161,3996690.4390312,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,CO2,[M-H]-1,, 2314629.46088618, , 1444680.6525908, 3135511.89127241, ,, 12.8087207221317, , , 17.3619159113076, ,0.000, 1.602, 0.000, 2.170, 0.000, 0.000, 0.738, 0.000, 0.000,-Infinity, 0.68, -Infinity, 1.12, -Infinity, -Infinity, -0.44, -Infinity, -Infinity,, , , , , , 0.0747048570765614, , ,, , , , , , 0.999999999999185, , ,7.7,, , , , , , , , , 7.7, , , 5.1, , 6.2, , , , , , , 4.2, , , , , , , , , , , 6.8, 6.1, 4.2, , , , , , , , 
3378,,False,,,No results, No results, No results, No results,,432.19071,431.18343,4.466,3982801.99539539,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,, 3045493.25766169, 3114075.87948551, , 1723120.09998178, 2762551.23095247,, 11.3457991163198, 13.991849830672, , 58.2887065596402, 17.6694126769915,, Infinity, Infinity, Infinity, Infinity, 0.000, 1.767, 1.807, 1.603,, Infinity, Infinity, Infinity, Infinity, -Infinity, 0.82, 0.85, 0.68,, , , , , , 0.396207833319317, 0.502891725193046, 0.721659109163817,, , , , , , 0.999999999999185, 0.999999999999414, 1,6.9,, , , , , , , , 6.9, 6.6, , 6.6, , , 6.2, , 4.7, , 6.9, , , , , , , , , , 2.3, , 4.9, , 4.9, , , 6.4, , , 6.8, 6.1, 6.4, 4.5, 6.1
2996,,False,17-methyl-6Z-octadecenoic acid,C19 H36 O2,Full match, No results, Not the top hit, Full match,0.09,296.27156,295.26428,8.349,3902959.38778509,3,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,2868718.80488447, 3434641.87700683, 2635714.37498349, 2240491.95318574, 3168718.26768254, 2803406.3004996,17.5231431546233, 19.6136290974335, 21.5835962788625, 18.6928271322529, 17.7545360674983, 22.4904105933482,1.280, 1.533, 1.176, 1.414, 1.251, 0.905, 1.084, 0.832, 0.885,0.36, 0.62, 0.23, 0.50, 0.32, -0.14, 0.12, -0.27, -0.18,0.535070137005983, 0.178934384085779, 0.690769704419785, 0.169172785517328, 0.722713326798239, 0.928648936195749, 0.999999995810192, 0.951276944487383, 0.803595541420147,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,7.2,6.4, 6.1, , 6.4, 6.4, 6.1, 6.4, 6.4, , , , 6.4, 6.1, 6.4, 5.7, 5.3, 5.6, 5.9, 5.6, 4.8, , 6.4, 6.1, 6.4, 6.4, 7.2, , , 6.4, , 7.2, , 4.2, 6.4, 6.4, 5.9, , 4.4, 5.9, 5.9, 6.7, 5.9, 5.9
3737,,False,,C13 H34 Br N7 O3,Full match, No results, No match, No results,-2.37,415.18967,414.18239,7.798,3897292.14869121,2,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,3241231.51911904, , 1837620.92106195, 3183051.88357207, 2390458.24748238, ,30.1994048397178, , , 11.2347785861379, 27.1114594109711, ,1.018, 0.000, 0.577, 0.751, 0.000, 1.356, 0.000, 0.769, 0.000,0.03, -Infinity, -0.79, -0.41, -Infinity, 0.44, -Infinity, -0.38, -Infinity,0.85936308135087, , , 0.56316769906068, , 0.869025885492476, , , ,1, , , 0.999999999999704, , 1, , , ,6.6,5.4, 6.2, 1.6, , , , 2.8, 2.8, , , , , , , , , 4.9, , , , 2.8, 3.5, 6.6, , 2.4, , , , 5.6, , 1.8, , , , , , , , , , , , 
3018,,False,,C21 H38 Br N2 O2 P S2,Full match, No results, No results, No results,0.66,524.12991,523.12264,7.230,3869257.97258373,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,NoMSn,,[M-H]-1,1533746.60598257, 3327912.01391927, , 1645777.17660049, 3532950.34329093, 2459854.19388146,, 23.0047787765136, , , , 13.8450187276329,0.932, 2.022, 0.000, 2.147, 1.495, 0.434, 0.942, 0.000, 0.696,-0.10, 1.02, -Infinity, 1.10, 0.58, -1.20, -0.09, -Infinity, -0.52,, , , , , , , , ,, , , , , , , , ,7.7,, , 5.3, , , , , , , , , 4.4, , 3.7, , , , , , , , 5.3, , , , , , , , , 3.0, , , , , 7.7, , , , , 4.3, 6.9, 5.4
4435,,False,,C12 H9 N3 O4,Full match, No results, No results, No results,-0.67,259.05913,258.05186,4.488,3844437.49545322,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,, 2755622.42825152, 3492309.11108965, , , 3203720.54025844,, 21.4293448640763, , , , 18.6893457970789,, Infinity, Infinity, , Infinity, , Infinity, Infinity, Infinity,, Infinity, Infinity, , Infinity, , Infinity, Infinity, Infinity,, , , , , , , , ,, , , , , , , , ,5.9,, , , , , , , , , , , , 5.9, 2.5, , , , , , 4.9, , , , , , , , , , , , , , , , , , 3.8, 3.8, 4.9, , , 
1718,,False,,,No results, No results, No results, No results,,330.66471,329.65744,0.968,3835557.93161974,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,1391235.82907025, 2352467.19450892, 1344474.66351662, 985523.01044381, 1827500.52890233, 1605704.27698757,14.156669209577, 45.4645949638748, 42.6107035142401, 50.1688516720497, 9.06749614527102, 29.1991528564056,1.412, 2.387, 1.364, 1.854, 1.629, 0.761, 1.287, 0.736, 0.879,0.50, 1.26, 0.45, 0.89, 0.70, -0.39, 0.36, -0.44, -0.19,0.823228258840375, 0.1263789493605, 0.987267161840035, 0.362250074687813, 0.806143802232685, 0.942772831916143, 0.967355476386211, 0.801727025959832, 0.986413622212181,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,8.6,, , , 8.1, 8.1, 8.1, , , , 6.1, , 6.1, , , 6.1, , , , 6.1, 6.1, , , 6.1, 6.1, 6.1, , , , 8.6, , , , 8.2, 8.2, , , , , 7.1, , , , 7.1
3077,,False,"6Z,9Z,12Z,15Z,18Z-heneicosapentaenoic acid",C21 H32 O2,Full match, No results, Partial match, Full match,0.47,316.24038,315.23310,7.234,3832249.60316411,13,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,CO2,[M-H]-1,, 3348513.31075263, 3166309.95586585, , , 3120107.91388587,, 4.77845596838065, , , , 32.2783846938893,, Infinity, Infinity, , Infinity, , Infinity, Infinity, Infinity,, Infinity, Infinity, , Infinity, , Infinity, Infinity, Infinity,, , , , , , , , ,, , , , , , , , ,8.3,, , , , , , , , , 8.3, , , 5.7, , , , , , , 4.9, , , , , , , , , , , , , , , , , , , , , 5.8, 5.4, 
3292,,False,,C20 H41 Br Cl N O4,Full match, No results, No results, No results,0.25,473.19087,472.18359,3.615,3782035.39959116,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,1823737.79663837, , 1652811.717703, , 2762927.54479028, 2450778.96523295,7.18751931650926, , 15.9898798905146, , 52.1633711494872, ,Infinity, , Infinity, Infinity, Infinity, 0.660, 0.000, 0.598, 0.887,Infinity, , Infinity, Infinity, Infinity, -0.60, -Infinity, -0.74, -0.17,, , , , , 0.679533567656789, , 0.573480711073561, ,, , , , , 1, , 0.999999999999414, ,7.8,7.8, , , , , 5.2, , , , , , , , , , , 6.1, , 6.4, 6.8, , , , , , , , , , , , , 4.9, 3.8, , , , , , , , , 4.9
1872,,False,,C5 H11 N3 O7 S2,Full match, No results, No results, No results,-3.24,289.00290,287.99563,10.624,3714303.81814115,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,3577315.41395858, 2527029.36278835, 1571241.8315904, , 3520545.72247769, 1878007.83098256,40.924309246864, , , , 7.67979796754502, ,Infinity, Infinity, Infinity, Infinity, Infinity, 1.016, 0.718, 0.446, 0.533,Infinity, Infinity, Infinity, Infinity, Infinity, 0.02, -0.48, -1.16, -0.91,, , , , , 0.968893643299717, , , ,, , , , , 1, , , ,7.8,4.9, 4.2, 4.2, , , 3.0, , , , 5.3, , , , , , , , 5.3, , , , , , , , , , , , 7.8, 6.7, , , , , , , , , , , 1.5, 
2394,,False,,C14 H30 O4 S,Full match, No results, No results, No results,0.02,294.18649,293.17921,10.628,3676381.37541337,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,, 3124922.84578795, , 1182152.28348103, 2287395.24940697, ,, 48.2939844265152, , , 12.1414309992998, ,0.000, 2.643, 0.000, 1.935, 0.000, 0.000, 1.366, 0.000, 0.000,-Infinity, 1.40, -Infinity, 0.95, -Infinity, -Infinity, 0.45, -Infinity, -Infinity,, , , , , , 0.991679666210037, , ,, , , , , , 0.999999999999185, , ,6.9,, , , , , , , , 4.9, 4.5, 4.9, , , , , , , , , , , , , , , , 5.3, , , , , , , 6.9, 6.9, , , , , , , , 
2203,,False,,C11 H32 N10 O9 P2 S2,Full match, No results, No results, No results,1.52,574.12791,573.12064,10.632,3665355.36904333,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,, , , , , 2839441.67361264,, , , , , 30.0041344252835,, , , , Infinity, , , , Infinity,, , , , Infinity, , , , Infinity,, , , , , , , , ,, , , , , , , , ,5.8,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.7, 5.8, 4.7, 4.3, 
1974,,False,,C H N3 O6 P2 S,Full match, No results, No results, No results,1.72,244.90655,243.89927,11.035,3638826.26457524,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,NO2,[M-H]-1,2360135.63138539, 1626813.31711836, 1202073.58334103, 2571442.96675066, 2296505.60089121, 1754310.92495222,28.7235079679577, 20.0022635668371, , 28.9450992626455, 36.499266817795, 29.2693843224359,0.918, 0.633, 0.467, 0.893, 0.682, 1.028, 0.708, 0.523, 0.764,-0.12, -0.66, -1.10, -0.16, -0.55, 0.04, -0.50, -0.93, -0.39,0.999999056204189, 0.295949910799223, , 0.879179137256268, 0.451027676166659, 0.830202457007414, 0.921056722553367, , 0.979617971904323,1, 1, , 0.999999999999704, 1, 1, 0.999999999999185, , 1,7.1,7.1, 7.1, 6.7, 6.7, 6.7, 7.1, 6.7, 5.2, , , 5.2, 5.2, 4.4, 5.6, , 7.1, , , 4.2, , 5.2, 5.6, 7.1, 5.2, 5.9, 6.7, 6.7, 6.2, 6.2, 6.6, 6.2, , , , 5.4, , 5.2, 4.0, 5.2, 5.2, , 5.6, 
3162,,False,,C10 H29 N8 O5 P S,Invalid mass, No results, No match, No results,6.33,404.17448,403.16715,6.498,3614031.27396297,1,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,, 3114632.42207484, 1553769.57447022, , 1816180.03724642, 2765847.15787071,, 10.1478773265083, , , , 43.3687551010794,, Infinity, Infinity, Infinity, Infinity, 0.000, 1.715, 0.856, 1.523,, Infinity, Infinity, Infinity, Infinity, -Infinity, 0.78, -0.23, 0.61,, , , , , , , , ,, , , , , , , , ,4.9,, , , , , , , , 3.9, , , , 4.7, , , 3.9, , , 2.3, , , , , , , , , , , , 4.9, , , , , , , , , 1.5, 3.0, , 
3898,,False,Cer 18:3;2O/2:0,C20 H35 N O3,Not the top hit, Full match, No results, Partial match,-0.29,337.26160,336.25432,3.446,3593602.58871622,0,1,0.1,No matches found, No matches found, No matches found, Single match found, No matches found,,Single match found,PreferredDDA,CO2,[M-H]-1,, 2449090.92553572, , , 3593602.58871622, 2826312.08991606,, 0.234037734316866, , , , ,, Infinity, , Infinity, Infinity, 0.000, 0.682, 0.000, 0.786,, Infinity, , Infinity, Infinity, -Infinity, -0.55, -Infinity, -0.35,, , , , , , , , ,, , , , , , , , ,8.0,, , , , , , , , , , , 8.0, 7.6, , , , , , , , , , , , , , , , , , , , , , 4.9, , , , , , 4.9, , 
2370,,False,,C17 H14 Cl2 N2 O9 S,Full match, No results, No results, No results,3.02,491.98119,472.96273,0.271,3584868.12638808,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,OtherDDA,,[M-H-H2O]-1,, 2419638.08323121, 1525928.47647427, , , 2402989.83068251,, , , , , 38.5657103373111,, Infinity, Infinity, , Infinity, , Infinity, Infinity, Infinity,, Infinity, Infinity, , Infinity, , Infinity, Infinity, Infinity,, , , , , , , , ,, , , , , , , , ,6.6,, , , , , , , , 3.8, , , , , , , , 6.1, , , , , , , , , , , , , , , , , , , , , 6.2, , 6.6, , 6.2, 
1982,,False,,C8 H9 N3 O5 P2,Full match, No results, No results, No results,-0.54,289.00159,287.99431,10.630,3541973.04447067,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,3105380.63905055, 2787181.44804367, 2640947.70197459, 2684198.35468474, 2863008.38787099, 2799366.88153771,1.73502149081167, 18.8597628182981, 8.47147923863422, 25.8852532603048, 18.8797084263446, 19.8673749958535,1.157, 1.038, 0.984, 1.067, 1.043, 1.085, 0.974, 0.922, 0.978,0.21, 0.05, -0.02, 0.09, 0.06, 0.12, -0.04, -0.12, -0.03,0.846727969238938, 0.988924006725646, 0.999861963830249, 0.957900468881109, 0.952684373850348, 0.996338423247396, 0.999703109788025, 0.99864069903594, 0.999999785835981,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,7.2,, , , , 4.9, , 5.3, , 6.8, , 4.9, 5.3, 7.2, 5.3, , 4.9, 6.7, , 6.3, , 5.2, 3.3, 5.2, 4.0, 7.1, 6.7, , , , , , 5.7, 7.2, 7.2, 7.2, , 5.7, 6.1, 4.9, 6.4, 5.7, , 5.7
991,,False,3-Acetoxystearic acid,C20 H38 O4,Full match, No results, No results, Full match,0.71,342.27725,341.26987,6.673,3540356.90184888,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,CO2,[M-H]-1,2313346.73198303, 2571573.36798896, , 2342475.5290746, 3196142.2866985, ,8.27277895105123, 53.2773760081309, , , 5.44523630997382, ,0.988, 1.098, 0.000, 1.364, 0.000, 0.724, 0.805, 0.000, 0.000,-0.02, 0.13, -Infinity, 0.45, -Infinity, -0.47, -0.31, -Infinity, -Infinity,, , , , , 0.76798814153799, 0.811393756460056, , ,, , , , , 1, 0.999999999999185, , ,5.9,, , , 4.0, , , , 5.2, 4.5, 4.9, , , , , , , , , , , , , , 1.1, , , , , , , , , , 5.6, 5.9, , , , , , , , 
3756,,False,Heterofibrin B1,C19 H28 O2,Full match, No results, Partial match, Full match,0.26,288.20900,287.20173,6.686,3527898.32023929,12,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,CO2,[M-H]-1,2432959.83778044, , , , 2610369.13238401, 2893393.61314333,, , , , 2.57801346092881, 31.0128963473393,Infinity, , , Infinity, Infinity, 0.932, 0.000, 0.000, 1.108,Infinity, , , Infinity, Infinity, -0.10, -Infinity, -Infinity, 0.15,, , , , , , , , 0.936488645651082,, , , , , , , , 1,8.3,, , , , , 4.2, , , , , , , , , , , , , , , , , , , , , , , 8.3, , , , , 5.3, , 2.4, , , 3.9, , , , 
3950,,False,,C12 H27 N4 O4 P,Full match, No results, No match, No results,3.11,322.17799,321.17070,4.884,3509205.44029794,2,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,2284541.07150694, , 2555251.04500101, 1809249.5887041, 2760626.27030641, 2583378.09836185,20.1645078463951, , , , 32.5232251311077, 10.2322286806233,1.263, 0.000, 1.412, 1.526, 1.428, 0.828, 0.000, 0.926, 0.936,0.34, -Infinity, 0.50, 0.61, 0.51, -0.27, -Infinity, -0.11, -0.10,, , , , , 0.995446912413239, , , 0.999844606040361,, , , , , 1, , , 1,5.9,, 5.9, , , 4.0, 4.0, , , , , , , , , , , , , 4.9, , , , , 1.5, , , , , 3.9, , , , , 2.4, 5.4, , , , 5.8, , 2.8, , 3.9
3396,,False,,C16 H36 Cl N5 O5 P2,Full match, No results, No results, No results,1.27,475.18862,474.18135,3.619,3377326.3207418,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,2416318.33582357, 2008073.31889796, 2132274.45996942, 1645949.61735901, 1799996.86943786, 3377326.3207418,14.1964811008303, 9.33017247192333, 16.1715694480665, , 41.2372866371908, ,1.468, 1.220, 1.295, 1.094, 2.052, 1.342, 1.116, 1.185, 1.876,0.55, 0.29, 0.37, 0.13, 1.04, 0.42, 0.16, 0.24, 0.91,, , , , , 0.694496806075258, 0.978476775103074, 0.710271226374562, ,, , , , , 1, 0.999999999999185, 0.999999999999414, ,7.8,5.8, , , , , 6.9, , , , , , , 7.8, , 7.4, , 7.2, , 6.4, 5.7, , 4.9, , , , , , , , , 5.3, , 4.9, , , , , , , , , , 4.9
3012,,False,,,No results, No results, No results, No results,,290.71019,289.70265,0.967,3331399.23023717,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,1140440.00884134, 1446767.9363632, 1079972.63360449, 1277402.95713304, 1776175.73185361, 1485515.60930278,25.9011196440748, 51.8885675196571, 12.4160097004268, 22.9651743788903, 45.9677086074393, 50.3295961313828,0.893, 1.133, 0.845, 1.390, 1.163, 0.642, 0.815, 0.608, 0.836,-0.16, 0.18, -0.24, 0.48, 0.22, -0.64, -0.30, -0.72, -0.26,0.998912427338228, 0.778206749755985, 0.999941899493213, 0.871649606571403, 0.683904893694684, 0.713069814943955, 0.999999775267305, 0.834630108407439, 0.999988505501471,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,8.1,, 7.1, , , 7.1, 7.1, , , , 5.7, , 6.1, , , 6.1, , , , 8.1, 8.1, , , , 7.1, 7.1, 6.7, , , 5.3, , , , , 5.3, , , , , 6.1, , 6.1, 5.7, 6.1
3252,,False,,C20 H43 N O4,Full match, No results, No results, No results,0.59,361.31942,360.31215,3.428,3192876.25943808,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,1481388.06736711, 2265433.56912717, 3046710.3154792, , , 2713267.87475201,, 21.5564719083587, 6.78469033480172, , , ,Infinity, Infinity, Infinity, , Infinity, Infinity, Infinity, Infinity, Infinity,Infinity, Infinity, Infinity, , Infinity, Infinity, Infinity, Infinity, Infinity,, , , , , , , , ,, , , , , , , , ,7.4,, , , , , , , 5.7, , , , , 6.3, 6.7, , 4.8, 6.7, 7.4, , , , , , , , , , , , , , , , , , , 5.3, , , , , , 
3624,,False,,C19 H38 Br N O S2,Full match, No results, No results, No results,-0.54,439.15758,438.15031,6.129,3188163.06924572,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,1818979.71005944, , , 3010423.16589451, 1999202.27209711, 2392949.51654657,, , , 19.7697165694734, , ,0.604, 0.000, 0.000, 0.664, 0.795, 0.910, 0.000, 0.000, 1.197,-0.73, -Infinity, -Infinity, -0.59, -0.33, -0.14, -Infinity, -Infinity, 0.26,, , , , , , , , ,, , , , , , , , ,6.1,, , , , , 1.5, , , , , , , , , , , , , , , , 6.1, 3.8, , 4.2, , , , , , , , , , 3.4, , , , , , 1.5, , 
2581,,False,tetracosatetraenoic acid n-6,C24 H40 O2,Full match, No results, No results, Full match,0.46,360.30300,359.29572,8.424,3088863.81230049,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,1316781.86230719, 1612439.4171729, 1595464.85609825, , 1916640.38205255, 1426599.34933638,8.85477220317331, 42.102455483457, 17.5530288011277, , 26.9681366862813, 23.356102719978,Infinity, Infinity, Infinity, Infinity, Infinity, 0.687, 0.841, 0.832, 0.744,Infinity, Infinity, Infinity, Infinity, Infinity, -0.54, -0.25, -0.26, -0.43,, , , , , 0.58711709413814, 0.999999201237241, 0.963080113965913, 0.279521198678927,, , , , , 1, 0.999999999999185, 0.999999999999414, 1,7.4,, , , , 7.4, , , 7.4, 4.9, , , 4.9, 3.4, 3.4, 3.4, , 6.4, , 6.4, 6.4, , , , , , , , , 6.7, , 6.7, , 7.1, 5.9, 5.9, 5.9, , 5.9, 5.9, 5.9, , , 5.6
