Compounds ID,Tags,Checked,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzVault Search,Annot. Source: ChemSpider Search,Annot. Source: MassList Search,Annot. DeltaMass [ppm],Calc. MW,m/z,RT [min],Area (Max.),# ChemSpider Results,# mzVault Results,mzVault Best Match,mzVault Library Match: Bamba lab 34 lipid mediators library stepped NCE 10 30 45,mzVault Library Match: Bamba lab 598 polar metabolites stepped NCE 10 30 45,mzVault Library Match: Custom mzVault Library,mzVault Library Match: LipidBlast-VS68-Neg,mzVault Library Match: LipidBlast-VS68-Pos,Class Coverage: Phosphatidylcholine Compound Class,Mass List Match: LipidMaps Structure Database 2021-09-13,MS2,Neutral Losses,Reference Ion,Group Area: cla,Group Area: cla_and_lps,Group Area: cla_and_no2_and_lps,Group Area: ctrl,Group Area: lps,Group Area: no2-cla_and_lps,Group CV [%]: cla,Group CV [%]: cla_and_lps,Group CV [%]: cla_and_no2_and_lps,Group CV [%]: ctrl,Group CV [%]: lps,Group CV [%]: no2-cla_and_lps,Ratio: (cla) / (ctrl),Ratio: (cla_and_lps) / (ctrl),Ratio: (cla_and_no2_and_lps) / (ctrl),Ratio: (lps) / (ctrl),Ratio: (no2-cla_and_lps) / (ctrl),Ratio: (cla) / (lps),Ratio: (cla_and_lps) / (lps),Ratio: (cla_and_no2_and_lps) / (lps),Ratio: (no2-cla_and_lps) / (lps),Log2 Fold Change: (cla) / (ctrl),Log2 Fold Change: (cla_and_lps) / (ctrl),Log2 Fold Change: (cla_and_no2_and_lps) / (ctrl),Log2 Fold Change: (lps) / (ctrl),Log2 Fold Change: (no2-cla_and_lps) / (ctrl),Log2 Fold Change: (cla) / (lps),Log2 Fold Change: (cla_and_lps) / (lps),Log2 Fold Change: (cla_and_no2_and_lps) / (lps),Log2 Fold Change: (no2-cla_and_lps) / (lps),P-value: (cla) / (ctrl),P-value: (cla_and_lps) / (ctrl),P-value: (cla_and_no2_and_lps) / (ctrl),P-value: (lps) / (ctrl),P-value: (no2-cla_and_lps) / (ctrl),P-value: (cla) / (lps),P-value: (cla_and_lps) / (lps),P-value: (cla_and_no2_and_lps) / (lps),P-value: (no2-cla_and_lps) / (lps),Adj. P-value: (cla) / (ctrl),Adj. P-value: (cla_and_lps) / (ctrl),Adj. P-value: (cla_and_no2_and_lps) / (ctrl),Adj. P-value: (lps) / (ctrl),Adj. P-value: (no2-cla_and_lps) / (ctrl),Adj. P-value: (cla) / (lps),Adj. P-value: (cla_and_lps) / (lps),Adj. P-value: (cla_and_no2_and_lps) / (lps),Adj. P-value: (no2-cla_and_lps) / (lps),Peak Rating (Max.),Peak Rating: Liver-H-9_20250116121130.raw (F8),Peak Rating: Liver-H-10_20250116122626.raw (F9),Peak Rating: Liver-H-11_20250116124122.raw (F10),Peak Rating: Liver-H-12_20250116125618.raw (F11),Peak Rating: Liver-H-13_20250116131114.raw (F12),Peak Rating: Liver-H-14_20250116132610.raw (F13),Peak Rating: Liver-H-15_20250116134106.raw (F14),Peak Rating: Liver-H-16_20250116135602.raw (F15),Peak Rating: Liver-H-25.raw (F24),Peak Rating: Liver-H-26.raw (F25),Peak Rating: Liver-H-27.raw (F26),Peak Rating: Liver-H-28.raw (F27),Peak Rating: Liver-H-29.raw (F28),Peak Rating: Liver-H-30.raw (F29),Peak Rating: Liver-H-31.raw (F30),Peak Rating: Liver-H-32.raw (F31),Peak Rating: Liver-H-41.raw (F40),Peak Rating: Liver-H-42.raw (F41),Peak Rating: Liver-H-43.raw (F42),Peak Rating: Liver-H-44.raw (F43),Peak Rating: Liver-H-1.raw (F1),Peak Rating: Liver-H-2.raw (F2),Peak Rating: Liver-H-4_20250116105642.raw (F3),Peak Rating: Liver-H-5_20250116111146.raw (F4),Peak Rating: Liver-H-6_20250116112642.raw (F5),Peak Rating: Liver-H-7_20250116114138.raw (F6),Peak Rating: Liver-H-8_20250116115634.raw (F7),Peak Rating: Liver-H-17_20250116141058.raw (F16),Peak Rating: Liver-H-18_20250116142554.raw (F17),Peak Rating: Liver-H-19_20250116144050.raw (F18),Peak Rating: Liver-H-20_20250116145546.raw (F19),Peak Rating: Liver-H-21.raw (F20),Peak Rating: Liver-H-22.raw (F21),Peak Rating: Liver-H-23.raw (F22),Peak Rating: Liver-H-24.raw (F23),Peak Rating: Liver-H-33.raw (F32),Peak Rating: Liver-H-34.raw (F33),Peak Rating: Liver-H-35.raw (F34),Peak Rating: Liver-H-36.raw (F35),Peak Rating: Liver-H-37.raw (F36),Peak Rating: Liver-H-38.raw (F37),Peak Rating: Liver-H-39.raw (F38),Peak Rating: Liver-H-40.raw (F39)
2219,,False,,C15 H12 Cl N2 O10 P,Full match, No results, No results, No results,0.82,445.99217,444.98490,0.274,5040656.53589333,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,, 1296752.83735916, 1492342.16544654, 1182006.81989461, 3781229.93074208, 948936.078212866,, 3.25554693311974, 26.1076105210261, 19.5716665788819, 47.1036731021763, 8.85637909382466,0.000, 1.097, 1.263, 3.199, 0.803, 0.000, 0.343, 0.395, 0.251,-Infinity, 0.13, 0.34, 1.68, -0.32, -Infinity, -1.54, -1.34, -1.99,, 0.994020811481155, 0.905903858407894, 0.0433358791718557, 0.922284651455898, , 0.0619757627117981, 0.097520790908625, 0.0217098753575209,, 1, 0.999999999999243, 0.999999999999704, 1, , 0.999999999999185, 0.999999999999414, 1,8.7,, , , , , , , , , , , 8.7, 4.9, , , , , , 6.7, 7.1, , , , 7.6, 7.6, , , , , , , , 5.5, 5.7, , , , , , , 8.6, , 5.9
3213,,False,,C14 H23 N O3,Full match, No results, No results, No results,0.07,253.16781,252.16053,3.942,5014920.52461315,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,2947286.2944249, , , 2746667.9788874, 4134132.995081, ,, , , 51.2386984730645, , ,1.073, 0.000, 0.000, 1.505, 0.000, 0.713, 0.000, 0.000, 0.000,0.10, -Infinity, -Infinity, 0.59, -Infinity, -0.49, -Infinity, -Infinity, -Infinity,, , , , , , , , ,, , , , , , , , ,5.5,, , , , , 4.9, , , , , , , , , , , , , , , , , 5.5, , , 5.3, 4.2, , , , , , , 1.5, , , , , , , , , 
3401,,False,,C18 H40 Br N3 O4 S,Full match, No results, No results, No results,-2.76,473.19098,472.18371,3.765,4981989.15532753,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,4230446.45647657, 1893051.04090943, 2914494.48693889, , 2007220.11270755, 3553168.64928963,25.1236338375196, 29.6930547515205, 31.7260096401464, , 6.97375430066964, ,Infinity, Infinity, Infinity, Infinity, Infinity, 2.108, 0.943, 1.452, 1.770,Infinity, Infinity, Infinity, Infinity, Infinity, 1.08, -0.08, 0.54, 0.82,, , , , , 0.164888672835446, 0.997387822647367, 0.327567787349152, ,, , , , , 1, 0.999999999999185, 0.999999999999414, ,7.8,5.8, , , , , 4.8, , , , , , , 4.4, , 6.3, , 2.2, , 5.8, 4.3, , , , , , , , , , , 7.8, , 7.4, , , , , , , , , , 5.3
3087,,False,,C24 H37 Cl O3,Full match, No results, No results, No results,1.28,408.24365,407.23637,6.503,4962938.6259405,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,, 2734478.64765579, 3455185.56787201, 2917892.89489668, , 4352937.54516447,, 50.1935564055941, , , , 19.8181525129857,0.000, 0.937, 1.184, 0.000, 1.492, , Infinity, Infinity, Infinity,-Infinity, -0.09, 0.24, -Infinity, 0.58, , Infinity, Infinity, Infinity,, , , , , , , , ,, , , , , , , , ,6.1,, , , , , , , , , , , 2.3, , , 4.9, , 2.7, , , , , , 4.5, , , , , , , , , , , , , , , , , 6.1, , 3.6, 
1005,,False,,C9 H8 N8 O P2,Full match, No results, No match, No results,2.99,306.03055,305.02327,10.625,4911096.00728144,1,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,, 3873622.8960049, 3514191.9075676, 805097.859787541, 3121739.79515831, 3875912.41620933,, , , , 14.0976198805098, 37.7709947190201,0.000, 4.811, 4.365, 3.877, 4.814, 0.000, 1.241, 1.126, 1.242,-Infinity, 2.27, 2.13, 1.96, 2.27, -Infinity, 0.31, 0.17, 0.31,, , , , , , , , 0.955519250226054,, , , , , , , , 1,7.7,, , , , , , , , , 6.1, , , , , , , 5.7, , , , , , , , , , 6.1, , , , , 7.7, , , 7.7, 6.2, , 6.4, , , , , 
2421,,False,LPA 18:0,C21 H43 O7 P,Not the top hit, Full match, No results, Partial match,0.15,438.27471,437.26743,10.634,4907616.16724781,0,1,82.1,No matches found, No matches found, No matches found, Single match found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,1874999.84169571, 2111053.44853922, 1716374.94878493, 3447023.24176782, , 1480777.5809002,29.9607167424186, 5.25111594107311, 47.8701363141593, 27.1040840031638, , ,0.544, 0.612, 0.498, 0.000, 0.430, Infinity, Infinity, Infinity, Infinity,-0.88, -0.71, -1.01, -Infinity, -1.22, Infinity, Infinity, Infinity, Infinity,0.0956119114908821, 0.295826020571564, 0.0634191933253612, , , , , , ,1, 1, 0.999999999999243, , , , , , ,7.4,5.2, 2.9, 3.7, , , , , , , , , 7.4, 6.7, , , , 1.1, 3.8, , , 6.3, , 6.7, 6.7, 6.9, 3.9, 6.7, , , , , , , , , , , , , , , , 4.9
2959,,False,,C25 H53 N O4,Full match, No results, No results, No results,0.07,431.39749,430.39021,4.230,4864148.18531288,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,, 2809055.78301094, 4592429.0416051, 3321475.88561883, 2202669.78301381, 1925128.05756021,, 14.5240525449207, 13.3688336363429, , 51.9639261239957, 50.919577643386,0.000, 0.846, 1.383, 0.663, 0.580, 0.000, 1.275, 2.085, 0.874,-Infinity, -0.24, 0.47, -0.59, -0.79, -Infinity, 0.35, 1.06, -0.19,, , , , , , 0.999506322802877, 0.617116500861615, 0.718037186724106,, , , , , , 0.999999999999185, 0.999999999999414, 1,7.7,, , , , , , , , 7.7, , 5.1, , , 5.8, , , 7.2, , 7.2, 6.9, , , , 3.8, , , , , , , 4.9, , 4.9, 4.8, , 5.7, 5.7, 4.2, 5.7, 5.7, , 5.3, 
4173,,False,,C10 H18 N6 O2,Full match, No results, No results, No results,0.67,254.14929,253.14202,5.170,4828227.17754472,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,, 3541886.09958133, , 4298203.09106479, 3305963.59434614, 4429801.55919881,, 17.2415507569965, , , 30.0196749835, 12.7197326004728,0.000, 0.824, 0.000, 0.769, 1.031, 0.000, 1.071, 0.000, 1.340,-Infinity, -0.28, -Infinity, -0.38, 0.04, -Infinity, 0.10, -Infinity, 0.42,, , , , , , 0.998675750135222, , 0.516883137005814,, , , , , , 0.999999999999185, , 1,5.7,, , , , , , , , , , , 5.7, , 4.9, 3.8, , , , , , , , , , 1.1, , , , , , 2.4, , , , 3.5, 2.8, , , 3.8, , , , 
4440,,False,,C2 H2 Cl O P3 S5,Full match, No results, No results, No results,-1.33,329.76062,328.75334,10.700,4797848.03809674,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,4336168.52627856, , , 4718013.91696546, , ,1.24954857384829, , , 2.39300898282602, , ,0.919, 0.000, 0.000, 0.000, 0.000, Infinity, , , ,-0.12, -Infinity, -Infinity, -Infinity, -Infinity, Infinity, , , ,0.0136075343276544, , , , , , , , ,0.470580091213856, , , , , , , , ,6.7,4.5, , 4.9, , , , , 5.3, , , , , , , , , , , , , , 6.7, 4.4, , , , , , , , , , , , , , , , , , , , 
1321,,False,,C15 H28 Cl4 N4 O,Full match, No results, No results, No results,-1.73,420.10100,419.09395,7.622,4760061.10811947,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,, 2490667.1115392, 4118088.60477388, 3232356.61825302, 3462971.55406572, 3299092.89458893,, 42.8908635460411, , 14.6627318477972, 32.7829346761138, 2.21601032287834,0.000, 0.771, 1.274, 1.071, 1.021, 0.000, 0.719, 1.189, 0.953,-Infinity, -0.38, 0.35, 0.10, 0.03, -Infinity, -0.48, 0.25, -0.07,, 0.991756001306916, , 0.999973333987957, 0.999994758205727, , 0.995451445548282, , 0.999764871973814,, 1, , 0.999999999999704, 1, , 0.999999999999185, , 1,5.7,, , , , , , , , 0.8, 1.7, 1.5, 4.9, 5.3, 3.4, , 1.1, , , 5.7, , 4.7, 4.7, , , , , , , , , 1.6, , 2.0, , 1.3, , , 3.8, , 5.3, , , 
2861,,False,,C24 H32 Cl O5 P,Full match, No results, No results, No results,1.07,466.16809,465.16081,6.767,4658375.74684146,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,, 4016058.09006292, , , 4600458.20416454, 2502180.49302766,, 38.9177857500955, , , 1.78042644271596, 54.551111145089,, Infinity, , Infinity, Infinity, 0.000, 0.873, 0.000, 0.544,, Infinity, , Infinity, Infinity, -Infinity, -0.20, -Infinity, -0.88,, , , , , , 0.657998488857252, , 0.408447731632255,, , , , , , 0.999999999999185, , 1,5.1,, , , , , , , , , 0.9, , 1.6, , 5.1, , , , , , , , , , , , , , , , , , , 4.0, , 4.8, , , , , 2.3, 1.4, 4.2, 
2056,,False,,C12 H12 N4 O10 P2 S,Full match, No results, No results, No results,1.80,465.97577,464.96850,0.269,4542437.18722655,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,3083529.1111893, 3221397.09781658, , , 836433.384972006, 3756725.27041499,, 55.5391326667538, , , , 29.5780066118683,Infinity, Infinity, , Infinity, Infinity, 3.687, 3.851, 0.000, 4.491,Infinity, Infinity, , Infinity, Infinity, 1.88, 1.95, -Infinity, 2.17,, , , , , , , , ,, , , , , , , , ,7.1,5.7, , , , , , , , 5.2, , , , 5.7, , , , , , , , , , , , , , , , , , 6.1, , , , , , , 6.9, , 7.1, , , 
2778,,False,,C18 H33 Cl O3,Full match, No results, No results, No results,1.84,332.21243,331.20516,3.783,4533461.39708283,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,, , 3738288.19835564, 1660117.14569984, , 4533461.39708283,, , 26.5754745214604, , , ,0.000, 0.000, 2.252, 0.000, 2.731, , , Infinity, Infinity,-Infinity, -Infinity, 1.17, -Infinity, 1.45, , , Infinity, Infinity,, , , , , , , , ,, , , , , , , , ,5.9,, , , , , , , , , , , , , , , , 5.9, , 5.9, , , , 4.2, , , , , , , , , , , , , , , , , , , 5.2, 
4359,,False,,C12 H8 N4 O6,Full match, No results, No results, No results,0.19,304.04444,303.03716,4.731,4510287.59601695,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,, 4510287.59601695, 3682361.69598485, 3447858.76240818, , 3085414.83595056,, , , , , 1.03812230348425,0.000, 1.308, 1.068, 0.000, 0.895, , Infinity, Infinity, Infinity,-Infinity, 0.39, 0.09, -Infinity, -0.16, , Infinity, Infinity, Infinity,, , , , , , , , ,, , , , , , , , ,6.8,, , , , , , , , , , , , , , 4.0, , , , , 2.3, , , , , , , 4.2, , , , , , , , , , , , 6.8, 6.4, , , 
1548,,False,,C20 H36 Cl2 O2,Full match, No results, No results, No results,1.21,378.20969,377.20229,7.827,4422753.10482334,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,2893676.39910097, 2166193.28720087, 2334264.43101999, 2399138.16301201, 3201094.75612127, 2499553.64026415,31.3183468476999, 44.6154974002392, 11.2746401020131, 43.9338805667291, 32.1569082159046, 66.0489119621433,1.206, 0.903, 0.973, 1.334, 1.042, 0.904, 0.677, 0.729, 0.781,0.27, -0.15, -0.04, 0.42, 0.06, -0.15, -0.56, -0.46, -0.36,0.999548407225845, 0.89177754549613, 0.992808164057581, 0.999482921755878, 0.987997119513241, 0.999999979119406, 0.803295798587345, 0.961952281380678, 0.952989560992571,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,5.8,, 1.3, , , 1.6, 2.0, , , , 3.8, 4.9, , , , 0.4, 1.5, 2.4, 2.8, , 4.3, 4.9, , , 0.4, , 1.5, , , , , , 5.8, , 5.1, , , , 4.9, 0.8, , , , 
3039,,False,FAHFA 2:0/22:0,C24 H46 O4,Full match, Full match, No results, Partial match,-0.69,398.33933,397.33206,8.110,4342078.8444302,0,1,0.1,No matches found, No matches found, No matches found, Single match found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,2339649.80143454, 2091778.50825972, , , 2468632.97415508, 2991915.19093244,21.4126700804268, 52.7379798873348, , , 31.252395492579, 26.471175644018,Infinity, Infinity, , Infinity, Infinity, 0.948, 0.847, 0.000, 1.212,Infinity, Infinity, , Infinity, Infinity, -0.08, -0.24, -Infinity, 0.28,, , , , , 0.93784315465493, 0.958268876055832, , 0.999666416403441,, , , , , 1, 0.999999999999185, , 1,7.1,, , , 2.5, 3.7, , , 7.1, 4.9, 4.5, , , , 5.3, , , , , , , , , , , , , , , , , , , 5.4, 3.5, 4.3, , 3.3, , , , 2.1, , 
3194,,False,N-palmitoyl threonine,C20 H39 N O4,Full match, No results, No results, Full match,0.30,357.28802,356.28074,2.687,4328256.50442349,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Single match found,PreferredDDA,,[M-H]-1,, 1825406.41992513, 1030654.91131537, , 1852635.69026037, 2373172.53294002,, 49.0432008221737, , , 0.0299655514267373, 116.506753287965,, Infinity, Infinity, Infinity, Infinity, 0.000, 0.985, 0.556, 1.281,, Infinity, Infinity, Infinity, Infinity, -Infinity, -0.02, -0.85, 0.36,, , , , , , 0.999586895800134, , 0.982045271534836,, , , , , , 0.999999999999185, , 1,8.0,, , , , , , , , 4.2, 4.5, , , , , , 4.9, 5.3, , , , , , , , , , , , , , 6.8, , , , 8.0, , , , , 4.2, 6.1, , 
3249,,False,LMFA08020333,C20 H37 N O4,Full match, No results, No results, Full match,0.10,355.27229,354.26502,8.051,4290512.66456701,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Single match found,PreferredDDA,,[M-H]-1,3583485.64011668, 2989167.45676222, 3877643.46947644, 2326789.39290226, 2956803.25627376, 2690962.09304672,19.4747727729076, , 15.0577333831567, , , 15.0810617143153,1.540, 1.285, 1.667, 1.271, 1.157, 1.212, 1.011, 1.311, 0.910,0.62, 0.36, 0.74, 0.35, 0.21, 0.28, 0.02, 0.39, -0.14,, , , , , , , , ,, , , , , , , , ,6.4,4.5, , , , , 4.9, , , , , , , , , 1.5, , 2.3, , 2.3, , , , , , 3.0, , , , , , , , , 0.4, , , 5.7, , 3.8, , 6.4, , 3.0
3014,,False,,C18 H40 Cl N4 O P,Full match, No results, No results, No results,2.68,394.26388,393.25661,8.126,4284064.83667923,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,, 2145689.41657987, 2806207.03113827, 2747931.18559653, 2675723.70895013, 3745007.75862034,, 25.1747871626735, 24.0941021976007, , , 20.356214988589,0.000, 0.781, 1.021, 0.974, 1.363, 0.000, 0.802, 1.049, 1.400,-Infinity, -0.36, 0.03, -0.04, 0.45, -Infinity, -0.32, 0.07, 0.49,, , , , , , , , ,, , , , , , , , ,6.7,, , , , , , , , 6.7, 6.7, , 6.3, , 6.7, , 4.0, 5.9, 2.5, 6.7, , , , , , , 5.3, , , 1.5, , , , , , , 3.3, , , 6.7, , , , 
2704,,False,,C20 H34 Cl2 O2,Full match, No results, No results, No results,0.78,376.19388,375.18658,7.700,4263695.00861112,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,3563017.96941221, , 1405457.75633472, 4098324.30505772, 1849524.84903194, 1633178.04380755,27.8108889762911, , , , , ,0.869, 0.000, 0.343, 0.451, 0.398, 1.926, 0.000, 0.760, 0.883,-0.20, -Infinity, -1.54, -1.15, -1.33, 0.95, -Infinity, -0.40, -0.18,, , , , , , , , ,, , , , , , , , ,5.6,5.6, , , , 5.2, , , , , , , , , , , , 4.5, , , , 5.3, , , , , , , , , , 1.9, , , , , , , 0.4, , , , , 
4276,,False,,C16 H29 Cl3 N6,Full match, No results, No results, No results,0.97,410.15233,409.14505,7.789,4256557.83783983,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,2502001.70584826, 2704125.68126428, 2379646.66004741, 2569850.45618414, 3324836.52358747, 2186932.62937424,, 20.0541011795178, , 5.90067758757798, 39.6306076891271, 32.1354178272495,0.974, 1.052, 0.926, 1.294, 0.851, 0.753, 0.813, 0.716, 0.658,-0.04, 0.07, -0.11, 0.37, -0.23, -0.41, -0.30, -0.48, -0.60,, 0.999999996234097, , 0.953709184474114, 0.999999719431832, , 0.928467962085795, , 0.914721776693038,, 1, , 0.999999999999704, 1, , 0.999999999999185, , 1,5.1,4.5, , , , , , , , 4.0, 3.3, , 2.5, , 2.9, , , , , 3.0, , , 3.3, , , 4.4, , , , , , , 2.4, , , 0.5, 5.1, 0.5, , , , , 2.0, 
3699,,False,N-stearoyl glycine,C20 H39 N O3,Full match, No results, Partial match, Full match,-0.19,341.29293,340.28565,8.120,4229908.12466749,1,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,CO2,[M-H]-1,4229908.12466749, 2711795.19350462, 2958168.54323946, , 2167112.99541433, 2659405.1366327,, , , , 12.32179823324, 17.3842122561115,Infinity, Infinity, Infinity, Infinity, Infinity, 1.952, 1.251, 1.365, 1.227,Infinity, Infinity, Infinity, Infinity, Infinity, 0.96, 0.32, 0.45, 0.30,, , , , , , , , 0.710854276077036,, , , , , , , , 1,7.7,, , , , , , , 3.8, , 5.7, , , , , , , , , 3.4, , , , , , , , , , , , , , , 7.7, 7.3, , , , , 6.4, 3.8, , 
2252,,False,,C23 H16 N2 O5 S4,Full match, No results, No results, No results,1.56,527.99503,526.98775,0.274,4211437.04567142,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,, 780071.92061025, 1337670.75238455, , 3139028.537789, ,, , , , 48.3147775814692, ,, Infinity, Infinity, Infinity, , 0.000, 0.249, 0.426, 0.000,, Infinity, Infinity, Infinity, , -Infinity, -2.01, -1.23, -Infinity,, , , , , , , , ,, , , , , , , , ,6.1,, , , , , , , , , , , , , , 5.7, , , , 6.1, , , , , , , , , , , , , , 5.7, 6.1, , , , , , , , , 
3614,,False,alpha-hydroxy myristic acid,C14 H28 O3,Full match, No results, Full match, Full match,-0.65,244.20369,243.19641,4.737,4197515.88473381,1,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,2261671.18031449, , , 2512608.79491732, 2407096.57633353, 3172345.5397074,, , , , , 45.7015097356879,0.900, 0.000, 0.000, 0.958, 1.263, 0.940, 0.000, 0.000, 1.318,-0.15, -Infinity, -Infinity, -0.06, 0.34, -0.09, -Infinity, -Infinity, 0.40,, , , , , , , , ,, , , , , , , , ,4.9,, 3.8, , , , , , , , , , , , , , , , , , , , , , 4.5, , , , , 4.9, , , , , , , , , , 4.5, , 4.2, , 
2779,,False,"26:6(8Z,11Z,14Z,17Z,20Z,23Z)",C26 H40 O2,Not the top hit, No results, No results, Full match,0.48,384.30301,383.29574,8.199,4135879.80128178,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Single match found,PreferredDDA,CO2,[M-H]-1,, 3259123.98689428, , , , 1529310.68314659,, 38.0445778860298, , , , 25.3449464841971,, Infinity, , , Infinity, , Infinity, , Infinity,, Infinity, , , Infinity, , Infinity, , Infinity,, , , , , , , , ,, , , , , , , , ,6.6,, , , , , , , , , , , , 5.8, , 6.6, , , , , , , , , , , , , , , , , , , , , , , , 6.3, , , , 6.3
2805,,False,,C26 H45 N5 O5,Full match, No results, No results, No results,-2.92,507.34059,506.33331,2.995,4082736.20885046,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,, 1723538.91331644, 2137035.17263294, , 1502661.26731202, 3451410.0030157,, 16.0293162510877, , , , 47.8079978540872,, Infinity, Infinity, Infinity, Infinity, 0.000, 1.147, 1.422, 2.297,, Infinity, Infinity, Infinity, Infinity, -Infinity, 0.20, 0.51, 1.20,, , , , , , , , ,, , , , , , , , ,7.6,, , , , , , , , 7.6, , 7.6, , , 5.7, , 4.2, 4.2, , , , , , , , , , , , , , , , , , 5.3, , 6.1, 5.7, , 5.7, , , 
2965,,False,LPA 18:2,C21 H39 O7 P,Not the top hit, Full match, Partial match, Partial match,0.30,434.24347,433.23616,10.634,4068075.4809244,2,1,93.4,No matches found, No matches found, No matches found, Single match found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,2132926.59807321, 2494956.80377249, 2762671.80046107, 3497429.0633315, 2171494.5928213, 3951152.38119196,, 23.3949752975472, , 23.0745467160605, 23.9386208907277, ,0.610, 0.713, 0.790, 0.621, 1.130, 0.982, 1.149, 1.272, 1.820,-0.71, -0.49, -0.34, -0.69, 0.18, -0.03, 0.20, 0.35, 0.86,, 0.656270370749075, , 0.424100838392568, , , 0.939029743503709, , ,, 1, , 0.999999999999704, , , 0.999999999999185, , ,6.7,4.2, , , , , , , , 5.2, , , 6.3, 5.2, 4.4, 3.7, , 5.7, , , , , , , , , 3.3, 4.8, , , , 3.3, , , , 6.7, , , , 4.5, , , , 
2889,,False,Margaric acid,C17 H34 O2,Full match, No results, No results, Full match,0.39,270.25598,269.24871,8.203,4045246.92183413,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,2163563.01951738, 2648394.11146643, , 3216825.27351452, 2806613.10815507, 3204717.31657814,37.5963288398686, 21.7560570526514, , 20.376251090129, 22.3047820302978, 12.1924361808669,0.673, 0.823, 0.000, 0.872, 0.996, 0.771, 0.944, 0.000, 1.142,-0.57, -0.28, -Infinity, -0.20, -0.01, -0.38, -0.08, -Infinity, 0.19,0.380050676365906, 0.968510829122801, , 0.989853637472291, 0.96251041229688, 0.805888118652058, 0.999963385077972, , 0.828961734935837,1, 1, , 0.999999999999704, 1, 1, 0.999999999999185, , 1,7.3,3.2, 5.4, , 5.4, , 5.1, 5.1, 5.4, 5.9, 2.9, 6.3, 6.3, , , , , , , , , 5.9, 6.3, 5.6, , 5.6, 5.9, , , 6.3, , 5.9, 5.9, , , , 6.9, 6.9, 7.3, , 6.9, 6.9, 6.9, 6.6
